id,popularity,original_title,cast,director,runtime,production_companies,vote_count,vote_average,release_year,budget_adj,revenue_adj,month,day
50619,1.888096,The Twilight Saga: Breaking Dawn - Part 1,Kristen Stewart|Robert Pattinson|Taylor Lautner|Ashley Greene|Peter Facinelli,Bill Condon,117.0,Summit Entertainment|Sunswept Entertainment|Total Entertainment|TSBD Canada Productions|Zohar International,1658,5.8,2011,106633784.685061,690378003.1951361,3,15
76025,1.885979,Shame,Michael Fassbender|Carey Mulligan|James Badge Dale|Nicole Beharie|Alex Manette,Steve McQueen,100.0,HanWay Films|UK Film Council|Alliance Films|See-Saw Films|Film4,458,6.9,2011,6301087.27684457,17152213.9112496,10,2
58224,1.825552,Mr. Popper's Penguins,Jim Carrey|Carla Gugino|Madeline Carroll|Angela Lansbury|Ophelia Lovibond,Mark Waters,94.0,Twentieth Century Fox Film Corporation|Dune Entertainment|Davis Entertainment|Dune Entertainment III,465,5.7,2011,53316892.3425309,181628117.584104,6,17
8967,1.821261,The Tree of Life,Brad Pitt|Sean Penn|Jessica Chastain|Hunter McCracken|Finnegan Williams,Terrence Malick,139.0,Fox Searchlight,582,6.5,2011,31020737.362927098,53001087.6646037,5,18
46529,1.794214,I Am Number Four,Alex Pettyfer|Timothy Olyphant|Teresa Palmer|Dianna Agron|Callan McAuliffe,D.J. Caruso,109.0,DreamWorks SKG|Reliance BIG Entertainment|Bay Films|Touchstone Pictures,1016,6.0,2011,48469902.129573606,140071066.570502,2,18
46195,1.710793,Rio,Jesse Eisenberg|Anne Hathaway|Leslie Mann|Jane Lynch|Will.i.am,Carlos Saldanha,96.0,Blue Sky Studios|Twentieth Century Fox Animation,1530,6.5,2011,87245823.83323249,469804957.11383,4,3
74643,1.6444720000000002,The Artist,Jean Dujardin|BÃ©rÃ©nice Bejo|John Goodman|James Cromwell|Penelope Ann Miller,Michel Hazanavicius,100.0,France 3 CinÃ©ma|La Petite Reine|Studio 37|uFilm|Jouror Productions,651,7.2,2011,14540970.638872,129349549.423789,5,15
38317,1.64314,Zookeeper,Kevin James|Rosario Dawson|Sylvester Stallone|Nick Nolte|Jon Favreau,Frank Coraci,102.0,Columbia Pictures|Happy Madison Productions|Sony Pictures Releasing|Broken Road Productions|Metro-Goldwyn-Mayer (MGM),327,5.4,2011,77551843.4073177,164654932.103361,7,6
49849,1.6402560000000002,Cowboys & Aliens,Daniel Craig|Olivia Wilde|Harrison Ford|Sam Rockwell|Walton Goggins,Jon Favreau,119.0,Imagine Entertainment|DreamWorks SKG|Universal Pictures|platinum studios|Reliance Entertainment,1363,5.4,2011,158011880.94241002,169472419.65629,7,29
57212,1.592819,War Horse,Tom Hiddleston|Benedict Cumberbatch|Toby Kebbell|Emily Watson|Jeremy Irvine,Steven Spielberg,146.0,"DreamWorks SKG|Amblin Entertainment|Reliance Entertainment|Kennedy/Marshall Company, The",611,6.9,2011,63980270.8110371,172150434.096443,12,25
40807,1.531633,50/50,Joseph Gordon-Levitt|Seth Rogen|Anna Kendrick|Bryce Dallas Howard|Anjelica Huston,Jonathan Levine,100.0,Summit Entertainment|Mandate Pictures,773,6.8,2011,7755184.34073177,37988560.1336993,9,30
44896,1.499109,Rango,Johnny Depp|Isla Fisher|Ned Beatty|Bill Nighy|Alfred Molina,Gore Verbinski,107.0,Paramount Pictures|Nickelodeon Movies|GK Films|Blind Wink|Paramount Animation,1385,6.5,2011,130868735.749848,238204949.164766,3,2
49520,1.493933,The Change-Up,Olivia Wilde|Ryan Reynolds|Jason Bateman|Leslie Mann|Mircea Monroe,David Dobkin,112.0,Universal Pictures|Original Film|Relativity Media|Big Kid Pictures,440,5.9,2011,50408698.2147565,73141505.9404712,8,5
44826,1.488615,Hugo,Asa Butterfield|ChloÃ« Grace Moretz|Ben Kingsley|Sacha Baron Cohen|Jude Law,Martin Scorsese,126.0,Paramount Pictures|Infinitum Nihil|GK Films,1257,6.8,2011,164797667.24055,180085229.47590402,11,22
50348,1.482692,The Lincoln Lawyer,Matthew McConaughey|Marisa Tomei|Ryan Phillippe|William H. Macy|Josh Lucas,Brad Furman,119.0,Lakeshore Entertainment|Sidney Kimmel Entertainment|Lionsgate,582,6.9,2011,38775921.7036588,82799096.133265,3,17
71676,1.4810159999999999,Ghost Rider: Spirit of Vengeance,Nicolas Cage|CiarÃ¡n Hinds|Violante Placido|Fergus Riordan|Johnny Whitworth,Mark Neveldine|Brian Taylor,95.0,Columbia Pictures|Imagenation Abu Dhabi FZ|Marvel Entertainment|Marvel Knights|Hyde Park Entertainment,752,4.7,2011,55255688.4277139,144651011.857676,12,10
51828,1.4703629999999999,One Day,Anne Hathaway|Jim Sturgess|Patricia Clarkson|Romola Garai|Heida Reed,Lone Scherfig,107.0,Film 4|Color Force,591,6.9,2011,14540970.638872,57572000.1008174,3,2
49021,1.46909,Killer Elite,Jason Statham|Clive Owen|Robert De Niro|Dominic Purcell|Yvonne Strahovski,Gary McKendry,116.0,Current Entertainment|Omnilab Media|Ambience Entertainment|International Traders|Open Road Films,440,6.0,2011,63980270.8110371,56009013.463,9,23
48171,1.465299,The Rite,Anthony Hopkins|Colin O'Donoghue|Alice Braga|Toby Jones|CiarÃ¡n Hinds,Mikael HÃ¥fstrÃ¶m,114.0,New Line Cinema|Contrafilm|Mid Atlantic Films|Hungarian National Film Office|Lazio Film Commission,320,5.7,2011,35867727.5758844,93108387.42574409,1,28
51162,1.425344,Winnie the Pooh,Jim Cummings|Travis Oates|Jim Cummings|Bud Luckey|Craig Ferguson,Stephen Anderson|Don Hall,63.0,Walt Disney Pictures|Walt Disney Animation Studios,174,6.8,2011,29081941.277744103,14017495.695872597,4,13
52451,1.407986,The Three Musketeers,Milla Jovovich|Orlando Bloom|Logan Lerman|Ray Stevenson|Matthew Macfadyen,Paul W.S. Anderson,110.0,Impact Pictures|Studio Babelsberg|Nouvelles Ã‰ditions de Films (NEF)|New Legacy|Constantin Film Produktion,589,5.5,2011,72704853.1943604,128226625.874397,8,31
58232,1.388994,Chalet Girl,Felicity Jones|Ed Westwick|Brooke Shields|Bill Nighy|Tamsin Egerton,Phil Traill,96.0,UK Film Council|Prescience|Aegis Film Fund|Kaleidoscope Films,108,6.2,2011,7755184.34073177,1695920.19139794,2,2
59436,1.3677270000000001,Midnight in Paris,Owen Wilson|Rachel McAdams|Kurt Fuller|Mimi Kennedy|Michael Sheen,Woody Allen,94.0,Gravier Productions|TelevisiÃ³ de Catalunya (TV3)|VersÃ¡til Cinema|Mediapro|Pontchartrain Productions,1117,7.2,2011,29081941.277744103,146494675.096552,5,11
38321,1.344998,Priest,Paul Bettany|Cam Gigandet|Karl Urban|Lily Collins|Maggie Q,Scott Stewart,87.0,Screen Gems|Stars Road Entertainment|Buckaroo Entertainment|Michael De Luca Productions|TOKYOPOP,439,5.3,2011,58163882.555488296,75912718.30843921,5,5
57157,1.2851059999999999,Young Adult,Charlize Theron|Patton Oswalt|Patrick Wilson|Elizabeth Reaser|Collette Wolfe,Jason Reitman,94.0,Paramount Pictures|Denver and Delilah Productions|Indian Paintbrush,219,5.2,2011,11632776.5110976,22237047.872752897,12,16
59440,1.246852,Warrior,Tom Hardy|Jennifer Morrison|Nick Nolte|Joel Edgerton|Frank Grillo,Gavin O'Connor,140.0,Solaris Film|Lionsgate|Mimran Schur Pictures|Filmtribe,768,7.6,2011,24234951.064786803,22351522.1488064,9,9
59965,1.2465950000000001,Abduction,Taylor Lautner|Lily Collins|Alfred Molina|Jason Isaacs|Maria Bello,John Singleton,106.0,Lions Gate Films|Vertigo Entertainment|Gotham Group|Tailor Made|Mango Farms,631,5.5,2011,33928931.490701504,79575127.3789028,9,22
48138,1.246283,Unknown,Liam Neeson|Diane Kruger|January Jones|Aidan Quinn|Bruno Ganz,Jaume Collet-Serra,113.0,Studio Babelsberg|StudioCanal|Dark Castle Entertainment|TF1 Films Production|Canal+,779,6.4,2011,29081941.277744103,126784077.24939099,2,16
38050,1.241191,The Adjustment Bureau,Matt Damon|Emily Blunt|John Slattery|Anthony Mackie|Lauren Hodges,George Nolfi,106.0,Universal Pictures|Media Rights Capital|Gambit Pictures|Electric Shepherd Productions,1097,6.4,2011,48663781.7380919,123956325.70998701,3,3
37958,1.240414,Immortals,Mickey Rourke|Kellan Lutz|Isabel Lucas|Henry Cavill|Luke Evans,Tarsem Singh,110.0,Virgin Produced|Mark Canton Productions,596,5.6,2011,72704853.1943604,219960309.935942,11,10
60420,1.22871,Like Crazy,Anton Yelchin|Felicity Jones|Jennifer Lawrence|Charlie Bewley|Alex Kingston,Drake Doremus,90.0,Paramount Vantage|Andrea Sperling Productions|Indian Paintbrush|Super Crispy Entertainment|Ascension Productions,257,6.4,2011,242349.510647868,3433950.06436803,10,28
59861,1.21550499999999,Larry Crowne,Tom Hanks|Julia Roberts|Bryan Cranston|Cedric the Entertainer|Pam Grier,Tom Hanks,98.0,Universal Pictures|Playtone Productions|Vendome Pictures,218,5.6,2011,29081941.277744103,35053796.744373605,6,30
39513,1.21340499999999,Paul,Seth Rogen|Simon Pegg|Nick Frost|Jason Bateman|Kristen Wiig,Greg Mottola,104.0,Universal Pictures|Big Talk Productions|Relativity Media|Working Title Films,1143,6.4,2011,38775921.7036588,94566766.3207854,2,14
75736,1.2120030000000002,Catch .44,Bruce Willis|Malin Ã…kerman|Nikki Reed|Deborah Ann Woll|Forest Whitaker,Aaron Harvey,93.0,Benaroya Pictures|Emmett/Furla Films|Waterfall Media|Sakonnet Capital Partners|Annapurna Productions,71,4.9,2011,6785786.2981403,0.0,12,8
62835,1.205338,Colombiana,Zoe Saldana|Cliff Curtis|Callum Blue|Michael Vartan|Lennie James,Olivier Megaton,108.0,TF1 Films Production|Canal+|CinÃ©CinÃ©ma|Grive Productions|EuropaCorp,554,6.5,2011,38775921.7036588,59100179.532517396,7,27
44943,1.19533,Battle: Los Angeles,Aaron Eckhart|RamÃ³n RodrÃ­guez|Will Rothhaar|Cory Hardrict|Jim Parrack,Jonathan Liebesman,116.0,Columbia Pictures|Original Film|Relativity Media,1041,5.5,2011,67857862.98140301,196270876.956245,3,8
55779,1.176723,Final Destination 5,Emma Bell|Nicholas D'Agosto|Miles Fisher|Ellen Wroe|Jacqueline MacInnes Wood,Steven Quale,92.0,New Line Cinema|Practical Pictures|Parallel Zide,493,5.9,2011,45561708.0017992,153055972.073581,8,12
45610,1.128994,Machine Gun Preacher,Gerard Butler|Michelle Monaghan|Justin Michael Brandt|Richard Goteri|Peter Carey,Marc Forster,129.0,Mpower Pictures|Relativity Media|1984 Private Defense Contractors|Virgin Produced|Moonlighting Films,166,6.4,2011,29081941.277744103,2450545.18945915,9,23
71880,1.123666,Jack and Jill,Adam Sandler|Katie Holmes|Al Pacino|Eugenio Derbez|Tim Meadows,Dennis Dugan,91.0,Columbia Pictures|Happy Madison Productions|Broken Road Productions,371,4.2,2011,76582445.36472629,145093477.114451,11,11
63492,1.120851,What's Your Number?,Chris Evans|Anna Faris|Martin Freeman|Chris Pratt|Ari Graynor,Mark Mylod,106.0,Regency Enterprises|Contrafilm|New Regency Pictures,390,6.2,2011,19387960.8518294,29494997.906100202,9,30
23047,1.11981,Season of the Witch,Nicolas Cage|Ron Perlman|Ulrich Thomsen|Christopher Lee|Fernanda Dorogi,Dominic Sena,95.0,Atlas Entertainment|Relativity Media,453,5.2,2011,38775921.7036588,85403967.55230871,1,7
75900,1.116674,My Week with Marilyn,Michelle Williams|Eddie Redmayne|Kenneth Branagh|Julia Ormond|Judi Dench,Simon Curtis,99.0,BBC Films|The Weinstein Company|UK Film Council|Lip Sync Post|Trademark Films,212,6.7,2011,6204147.47258542,33984861.88016681,10,17
71670,1.114169,Hostel: Part III,Kip Pardue|Brian Hallisay|John Hensley|Sarah Habel|Chris Coy,Scott Spiegel,88.0,Raw Nerve|Stage 6 Films|RCR Media Group,133,4.9,2011,5816388.25554883,0.0,12,27
74465,1.111078,We Bought a Zoo,Matt Damon|Scarlett Johansson|Thomas Haden Church|Colin Ford|Maggie Elizabeth Jones,Cameron Crowe,124.0,Twentieth Century Fox Film Corporation|Dune Entertainment|Vinyl Films|LBI Entertainment,589,6.4,2011,48469902.129573606,116407101.61618,12,22
71469,1.107689,The Darkest Hour,Emile Hirsch|Rachael Taylor|Olivia Thirlby|Joel Kinnaman|Max Minghella,Chris Gorak,89.0,Summit Entertainment|Regency Enterprises|Bazelevs Production|The Jacobson Company|New Regency Pictures,309,4.7,2011,29081941.277744103,62649079.8473779,12,25
50014,1.105855,The Help,Emma Stone|Viola Davis|Octavia Spencer|Bryce Dallas Howard|Jessica Chastain,Tate Taylor,146.0,DreamWorks SKG|1492 Pictures|Participant Productions|Imagenation Abu Dhabi FZ|Reliance Entertainment,1056,7.6,2011,24234951.064786803,120469153.75428401,8,9
75174,1.102011,The Grey,Liam Neeson|Dermot Mulroney|Frank Grillo|Dallas Roberts|Joe Anderson,Joe Carnahan,117.0,Scott Free Productions|1984 Private Defense Contractors|LD Entertainment|Open Road Films|Inferno Distribution,955,6.3,2011,24234951.064786803,74913462.80613591,12,11
60308,1.081676,Moneyball,Brad Pitt|Jonah Hill|Robin Wright|Philip Seymour Hoffman|Chris Pratt,Bennett Miller,133.0,Columbia Pictures|Scott Rudin Productions,899,6.9,2011,48469902.129573606,106833690.071813,9,22
71859,1.079441,We Need to Talk About Kevin,John C. Reilly|Tilda Swinton|Ezra Miller|Siobhan Fallon|Jasper Newell,Lynne Ramsay,112.0,BBC Films,345,7.3,2011,6785786.2981403,5854138.55412343,9,28
49950,1.074793,The Roommate,Minka Kelly|Leighton Meester|Cam Gigandet|Aly Michalka|Matt Lanter,Christian E. Christiansen,91.0,Vertigo Entertainment|Screen Gems,133,5.5,2011,15510368.6814635,39253601.313728206,2,4
417859,1.071695,Puss in Boots,Antonio Banderas|Salma Hayek|Zach Galifianakis|Billy Bob Thornton|Amy Sedaris,Chris Miller,90.0,DreamWorks,48,6.9,2011,126021745.536891,538003773.866579,10,28
49517,1.058691,Tinker Tailor Soldier Spy,John Hurt|Gary Oldman|Kathy Burke|Benedict Cumberbatch|Colin Firth,Tomas Alfredson,127.0,StudioCanal|Kinowelt Filmproduktion|Canal+|CinÃ©CinÃ©ma|Working Title Films,490,6.5,2011,29081941.277744103,0.0,9,16
40805,1.0583420000000001,The Green Hornet,Seth Rogen|Jay Chou|Christoph Waltz|Cameron Diaz|Edward Furlong,Michel Gondry,119.0,Original Film|Sony Pictures Entertainment|Reliance BIG Entertainment,854,5.4,2011,116327765.110976,220845594.27977598,1,12
49022,1.055533,Something Borrowed,Kate Hudson|Ginnifer Goodwin|John Krasinski|Colin Egglesfield|Ashley Williams,Luke Greenfield,112.0,Alcon Entertainment|Wild Ocean Films|2S Films,180,6.0,2011,33928931.490701504,58068797.20968461,5,5
37430,1.0542559999999999,Conan the Barbarian,Jason Momoa|Rose McGowan|Rachel Nichols|Ron Perlman|Stephen Lang,Marcus Nispel,113.0,Dark Horse Entertainment|Nu Image Films|Paradox Entertainment|Nimar Studios|Millennium Films,382,5.2,2011,87245823.83323249,47301797.8456097,8,17
58233,1.0488950000000001,Johnny English Reborn,Rowan Atkinson|Dominic West|Gillian Anderson|Rosamund Pike|Roger Barclay,Oliver Parker,101.0,Universal Pictures,689,6.0,2011,43622911.9166162,155179867.92921,9,15
39538,1.045866,Contagion,Matt Damon|Gwyneth Paltrow|Kate Winslet|Jude Law|Marion Cotillard,Steven Soderbergh,106.0,Double Feature Films|Regency Enterprises|Warner Bros.|Participant Media|Imagenation Abu Dhabi FZ,852,6.1,2011,58163882.555488296,131312814.08496499,9,8
73937,1.038162,The Big Year,Owen Wilson|Steve Martin|Jack Black|Rashida Jones|Jim Parsons,David Frankel,100.0,Ingenious Media|Dune Entertainment|Fox 2000 Pictures|Deuce Three Productions|Sunswept Entertainment,152,5.4,2011,39745319.7462503,7220449.83946768,10,14
38117,1.029084,Beastly,Alex Pettyfer|Vanessa Hudgens|Mary-Kate Olsen|Lisa Gay Hamilton|Neil Patrick Harris,Daniel Barnz,86.0,CBS Films|Mel's Cite du Cinema|Storefront Films,507,6.0,2011,16479766.724055,41844620.0347432,1,21
55465,1.024786,A Very Harold & Kumar Christmas,Neil Patrick Harris|John Cho|Elias Koteas|Danneel Ackles|Kal Penn,Todd Strauss-Schulson,108.0,New Line Cinema|Mandate Pictures,186,6.0,2011,18418562.8092379,34304294.0455694,11,4
60935,1.013771,The Thing,Mary Elizabeth Winstead|Joel Edgerton|Ulrich Thomsen|Eric Christian Olsen|Adewale Akinnuoye-Agbaje,Matthijs van Heijningen Jr.,103.0,Universal Pictures|Strike Entertainment|Morgan Creek Productions,479,6.0,2011,33928931.490701504,27267877.638701398,10,12
59108,1.013101,Tower Heist,Ben Stiller|Eddie Murphy|Casey Affleck|Alan Alda|Matthew Broderick,Brett Ratner,104.0,Universal Pictures|Image Entertainment|Relativity Media|Rat Entertainment,588,5.8,2011,72704853.1943604,148250646.588494,11,2
62838,1.011185,New Year's Eve,Robert De Niro|Katherine Heigl|Ashton Kutcher|Carla Gugino|Lea Michele,Garry Marshall,118.0,New Line Cinema,479,5.6,2011,54286290.3851224,137697794.037814,12,8
38319,1.004841,Your Highness,Danny McBride|James Franco|Natalie Portman|Zooey Deschanel|Justin Theroux,David Gordon Green,102.0,Universal Pictures|Stuber Productions,289,5.1,2011,48372962.325314395,25322264.746482998,4,8
56590,0.9853040000000001,All Star Superman,James Denton|Christina Hendricks|Anthony LaPaglia|Ed Asner|Linda Cardellini,Sam Liu,76.0,DC Comics|Warner Bros. Animation,66,6.9,2011,3392893.14907015,0.0,2,22
89708,0.982341,Samsara,Marcos Luna|Putu Dinda Pratika|Puti Sri Candra Dewi|Ni Made Megahadi Pratiwi,Ron Fricke,102.0,Magidson Films,83,7.9,2011,3877592.17036588,0.0,9,16
50357,0.9416040000000001,Apollo 18,Ryan Robbins|Warren Christie|Lloyd Owen|Andrew Airlie|Michael Kopsa,Gonzalo LÃ³pez-Gallego,86.0,Bazelevs Production|Dimension Films|Bekmambetov Projects Ltd.,205,4.9,2011,4846990.21295736,24780648.488514498,7,20
58151,0.9348799999999999,Fright Night,Anton Yelchin|Colin Farrell|Toni Collette|Christopher Mintz-Plasse|David Tennant,Craig Gillespie,106.0,Touchstone Pictures,328,6.1,2011,16479766.724055,24159567.764800698,8,18
65759,0.9309200000000001,Happy Feet Two,Elijah Wood|Robin Williams|Pink|E.G. Daily|Johnny A. Sanchez,George Miller,100.0,Village Roadshow Pictures|Warner Bros.|Dr D Studios|Kennedy Miller Mitchell,232,5.8,2011,126021745.536891,145803733.7335,11,17
41446,0.929466,Scream 4,David Arquette|Neve Campbell|Courteney Cox|Emma Roberts|Hayden Panettiere,Wes Craven,111.0,Dimension Films,499,6.0,2011,38775921.7036588,94166052.0683076,4,11
50321,0.9216530000000001,Mars Needs Moms,Seth Green|Joan Cusack|Dan Fogler|Breckin Meyer|Elisabeth Harnois,Simon Wells,88.0,Walt Disney Animation Studios,129,5.5,2011,145409706.38872,37799503.28044289,3,9
59678,0.9197299999999999,Attack the Block,Nick Frost|Jodie Whittaker|John Boyega|Luke Treadaway|Flaminia Cinque,Joe Cornish,88.0,UK Film Council|Studio Canal|Film4,427,6.4,2011,13911376.6615482,3843354.97029764,5,12
60307,0.917718,Diary of a Wimpy Kid: Rodrick Rules,Zachary Gordon|Devon Bostick|Rachael Harris|Robert Capron|Steve Zahn,David Bowers,99.0,Fox 2000 Pictures|Color Force,127,6.4,2011,20357358.8944209,70201279.9931754,3,25
64685,0.9079520000000001,Extremely Loud & Incredibly Close,Thomas Horn|Tom Hanks|Sandra Bullock|Max von Sydow|John Goodman,Stephen Daldry,129.0,Paramount Pictures|Scott Rudin Productions|Warner Bros.,463,7.0,2011,38775921.7036588,53557187.698726505,12,24
55301,0.904531,Alvin and the Chipmunks: Chipwrecked,Jason Lee|David Cross|Jenny Slate|Andy Buckley|Justin Long,Mike Mitchell,87.0,Fox 2000 Pictures,308,5.5,2011,72704853.1943604,332208283.894033,12,14
50780,0.9033120000000001,The Beaver,Jodie Foster|Mel Gibson|Jennifer Lawrence|Anton Yelchin|Zachary Booth,Jodie Foster,91.0,Summit Entertainment|Participant Media|Imagenation Abu Dhabi FZ|Anonymous Content,144,6.0,2011,20357358.8944209,941107.130116482,2,11
64639,0.897265,Straw Dogs,James Marsden|Kate Bosworth|Alexander SkarsgÃ¥rd|Laz Alonso|Dominic Purcell,Rod Lurie,110.0,Battleplan Productions,75,5.3,2011,24234951.064786803,10008492.896251101,9,16
74534,0.8958290000000001,The Best Exotic Marigold Hotel,Bill Nighy|Maggie Smith|Tom Wilkinson|Judi Dench|Dev Patel,John Madden,124.0,Participant Media|Imagenation Abu Dhabi FZ,310,6.8,2011,9693980.42591472,132648701.78214099,11,28
41513,0.8790030000000001,The Smurfs,Neil Patrick Harris|Jayma Mays|Anton Yelchin|Hank Azaria|Alan Cumming,Raja Gosnell,103.0,Columbia Pictures|Sony Pictures Animation|Kerner Entertainment Company,797,5.5,2011,106633784.685061,546497490.228467,7,29
50456,0.8638040000000001,Hanna,Saoirse Ronan|Eric Bana|Vicky Krieps|Cate Blanchett|Tom Hollander,Joe Wright,111.0,Focus Features|Neunte Babelsberg Film|Focus Features|Holleran Company|Sechzehnte Babelsberg Film,804,6.5,2011,29081941.277744103,61830221.5656166,4,7
85435,0.852907,A Few Best Men,Rebel Wilson|Xavier Samuel|Olivia Newton-John|Kris Marshall|Kevin Bishop,Stephan Elliott,97.0,Parabolic Pictures|Stable Way Entertainment|Quickfire Films|Screen Australia|Screen NSW,87,5.7,2011,12086831.890869,28119728.4134443,10,14
64586,0.851701,Sleeping Beauty,Emily Browning|Rachael Blake|Ewen Leslie|Mirrah Foulkes|Ivy Mak,Julia Leigh,102.0,Screen Australia|Screen NSW|Fulcrum Media Finance|Spectrum Films|Magic Films,100,5.4,2011,9693980.42591472,0.0,6,10
62046,0.8461879999999989,Flypaper,Patrick Dempsey|Ashley Judd|Tim Blake Nelson|Mekhi Phifer|Matt Ryan,Rob Minkoff,87.0,Rising Star|The Safran Company|Foresight Unlimited|Shifting Gears Entertainment,153,6.1,2011,4846990.21295736,3045997.93712096,8,19
50839,0.846125,Margin Call,Kevin Spacey|Paul Bettany|Jeremy Irons|Zachary Quinto|Ashley Williams,J.C. Chandor,107.0,Benaroya Pictures|Before the Door Pictures|Washington Square Films|Untitled Entertainment,313,6.6,2011,3392893.14907015,18907177.2292277,9,28
45772,0.827785,Gnomeo & Juliet,James McAvoy|Michael Caine|Maggie Smith|Julie Walters|Patrick Stewart,Kelly Asbury,84.0,Starz Animation|Touchstone Pictures,335,5.7,2011,34898329.533293,183906860.236067,1,13
55846,0.815155,Blitz,Jason Statham|Paddy Considine|Aidan Gillen|Zawe Ashton|Luke Evans,Elliott Lester,97.0,Davis-Films|Current Entertainment|Lionsgate|Lipsync Productions|Blitz Films,309,6.0,2011,15292203.7131822,719172.1728475479,5,20
65057,0.8083359999999989,The Descendants,George Clooney|Shailene Woodley|Amara Miller|Nick Krause|Robert Forster,Alexander Payne,115.0,Fox Searchlight Pictures|Dune Entertainment|Ad Hominem Enterprises,590,6.6,2011,19387960.8518294,171819196.601678,9,9
50359,0.8067350000000001,Hop,Russell Brand|James Marsden|Kaley Cuoco|Hank Azaria|Elizabeth Perkins,Tim Hill,95.0,Universal Pictures|Illumination Entertainment,228,5.4,2011,61072076.683262706,178324379.003613,3,30
23514,0.806361,The Rum Diary,Johnny Depp|Amber Heard|Aaron Eckhart|Michael Rispoli|Giovanni Ribisi,Bruce Robinson,120.0,FilmEngine|Infinitum Nihil|GK Films,234,5.5,2011,43622911.9166162,23265553.022195302,10,13
68684,0.803764,Detention,Josh Hutcherson|Dane Cook|Spencer Locke|Parker Bagley|Jesse Heiman,Joseph Kahn,93.0,Detention Films,70,5.9,2011,9693980.42591472,0.0,3,16
67913,0.802769,The Guard,Brendan Gleeson|Don Cheadle|Liam Cunningham|Mark Strong|Katarina Cas,John Michael McDonagh,96.0,UK Film Council|Crescendo Productions|Element Pictures|Irish Film Board|Prescience,194,6.6,2011,5816388.25554883,18961691.3281528,7,7
59968,0.80048,Our Idiot Brother,Paul Rudd|Elizabeth Banks|Zooey Deschanel|Emily Mortimer|Adam Scott,Jesse Peretz,90.0,The Weinstein Company,199,5.7,2011,9693980.42591472,16744987.242721697,8,26
63493,0.786615,The Ledge,Patrick Wilson|Liv Tyler|Charlie Hunnam|Terrence Howard|Jaqueline Fleming,Matthew Chapman,101.0,Rising Star|Foresight Unlimited|VIP Media Group|Michael Mailer Films|Ledge Productions,44,5.7,2011,9693980.42591472,592288.6324507929,5,6
68817,0.785489,Footloose,Kenny Wormald|Julianne Hough|Dennis Quaid|Andie MacDowell|Miles Teller,Craig Brewer,113.0,Spyglass Entertainment|MTV Films,266,6.5,2011,23265553.022195302,61598777.7829479,10,6
70578,0.7803180000000001,Trespass,Nicolas Cage|Nicole Kidman|Liana Liberato|Cam Gigandet|Jordana Spiro,Joel Schumacher,91.0,Nu Image Films|Winkler Films|Millennium Films,179,5.3,2011,34898329.533293,9318308.633071199,10,14
72113,0.779648,Carnage,Kate Winslet|Jodie Foster|Christoph Waltz|John C. Reilly|Elvis Polanski,Roman Polanski,80.0,Wild Bunch|Zanagar Films|Canal+|Constantin Film Produktion|CinÃ©CinÃ©ma,382,6.9,2011,24234951.064786803,26758361.0581173,9,16
55420,0.779536,Another Earth,Brit Marling|William Mapother|Jordan Baker|Flint Beverage|Robin Lord Taylor,Mike Cahill,92.0,Artists Public Domain,299,6.8,2011,96939.8042591472,1722557.31081227,7,22
10316,0.771868,The Ides of March,Ryan Gosling|George Clooney|Philip Seymour Hoffman|Paul Giamatti|Marisa Tomei,George Clooney,101.0,Appian Way|Crystal City Entertainment|Cross Creek Pictures|Exclusive Media Group|Smokehouse Pictures,591,6.4,2011,12117475.532393401,73667524.5839343,9,24
38356,0.7605029999999989,Transformers: Dark of the Moon,Shia LaBeouf|John Malkovich|Ken Jeong|Frances McDormand|Josh Duhamel,Michael Bay,154.0,Paramount Pictures|Di Bonaventura Pictures|Hasbro|Indochina Productions,2456,6.1,2011,189032618.305337,1089358138.29044,6,28
72571,0.760193,Paranormal Activity 3,Katie Featherston|Sprague Grayden|Lauren Bittner|Christopher Nicholas Smith|Chloe Csengery,Henry Joost|Ariel Schulman,83.0,Paramount Pictures|Blumhouse Productions|Room 101|Solana Films,406,6.0,2011,4846990.21295736,199408878.52279198,10,19
63207,0.755324,Intruders,Clive Owen|Carice van Houten|Ella Purnell|Ella Hunt|Imogen Gray,Juan Carlos Fresnadillo,100.0,Universal Pictures International (UPI)|Antena 3 Films|Apaches Entertainment|Canal+ EspaÃ±a|Ministerio de Cultura,83,5.2,2011,12602174.5536891,0.0,9,12
44564,0.747362,The Dilemma,Kevin James|Vince Vaughn|Winona Ryder|Jennifer Connelly|Queen Latifah,Ron Howard,111.0,Imagine Entertainment|Universal Pictures|Spyglass Entertainment|Wild West Picture Show Productions,204,5.2,2011,67857862.98140301,65058885.114699095,1,13
50725,0.734516,Take Me Home Tonight,Topher Grace|Anna Faris|Dan Fogler|Teresa Palmer|Michelle Trachtenberg,Michael Dowse,97.0,Imagine Entertainment|Rogue Pictures|Relativity Media|Internationale Filmproduktion Blackbird Dritte,120,6.3,2011,18418562.8092379,6716055.55814061,3,4
81390,0.70252,A Lonely Place to Die,Melissa George|Ed Speleers|Eamonn Walker|Alec Newman|Karel Roden,Julian Gilbey,99.0,Carnaby International|Molinare Studios|Eigerwand Pictures,77,6.1,2011,3877592.17036588,24569393.389480803,4,9
